PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,PERP_SEX,PERP_RACE,AGE_GROUP,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1019171,266070,40.89691354,-73.87368738
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,45-64,1015909,254861,40.86616065,-73.88553945
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,45-64,1010135,237045,40.81727977,-73.90648389
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,45-64,1026323,261252,40.88365847,-73.84784793
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1032838,241266,40.82876951,-73.82443189
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1008691,238872,40.82229849,-73.91169413
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,<18,1011301,252369,40.85933619,-73.90220956
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,F,WHITE HISPANIC,18-24,1033597,255731,40.86846738,-73.82158285
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,<18,1007999,247211,40.84518852,-73.91416486
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,F,BLACK,18-24,1011095,253282,40.86184273,-73.90295061
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1009528,244253,40.83706543,-73.90864971
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,25-44,1031837,248501,40.8486329,-73.8279976
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,18-24,1014559,239546,40.82413024,-73.89048954
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1004146,235018,40.81173175,-73.928127
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1010169,244577,40.83795286,-73.90633196
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,F,WHITE HISPANIC,45-64,1022947,249579,40.85163512,-73.86012434
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1010896,244231,40.83700102,-73.90370601
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1010747,259821,40.87979133,-73.90418285
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1011043,251220,40.85618332,-73.90314684
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,25-44,1020230,239035,40.82270641,-73.87000196
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1008691,238872,40.82229849,-73.91169413
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,B,M,BLACK,18-24,1014840,255381,40.86759166,-73.889402
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,WHITE,25-44,1008158,232645,40.80520857,-73.91364208
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE,18-24,1020219,239110,40.82291231,-73.8700413
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,25-44,1020860,251010,40.85557168,-73.86766034
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1011577,255024,40.86662251,-73.90120097
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,18-24,1020159,259298,40.87832258,-73.87014997
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1022187,261218,40.8835839,-73.8628056
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,25-44,1011043,251220,40.85618332,-73.90314684
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,WHITE HISPANIC,25-44,1027430,251105,40.85580274,-73.84390995
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,18-24,1008046,245611,40.84079686,-73.91400066
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,18-24,1020860,251010,40.85557168,-73.86766034
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,18-24,1022952,259687,40.87937846,-73.86004789
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,18-24,1020860,251010,40.85557168,-73.86766034
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,45-64,1022947,249579,40.85163512,-73.86012434
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1005041,234533,40.81039849,-73.92489531
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,WHITE HISPANIC,25-44,1013912,254446,40.86502854,-73.89276136
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE HISPANIC,25-44,1023518,262173,40.88619925,-73.85798656
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,B,M,BLACK,45-64,1003508,242080,40.83111635,-73.93041152
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE HISPANIC,25-44,1006476,243395,40.83471868,-73.91968212
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,45-64,1012780,236449,40.81563578,-73.89693055
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1014086,254305,40.86464095,-73.89213291
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,M,BLACK,18-24,1022947,249579,40.85163512,-73.86012434
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,18-24,1027430,251105,40.85580274,-73.84390995
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,M,BLACK,25-44,1026304,236909,40.81684432,-73.84806933
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,WHITE HISPANIC,25-44,1007560,240475,40.82670132,-73.91577495
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,18-24,1017287,258338,40.8756989,-73.8805402
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,18-24,1013103,250303,40.85365994,-73.89570406
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1004992,235833,40.81396675,-73.9250683
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,18-24,1021119,238525,40.82130294,-73.86679272
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1011129,252656,40.86012445,-73.9028302
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE HISPANIC,45-64,1009404,236559,40.81594795,-73.90912667
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,25-44,1006195,240321,40.82628213,-73.92070764
909,"IMPAIRED DRIVING,ALCOHOL",880,MOVING INFRACTIONS,VTL119200A,I,B,M,WHITE HISPANIC,18-24,1011751,250275,40.8535874,-73.90059136
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,18-24,1005725,249742,40.85214119,-73.92237572
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1009494,247830,40.84688334,-73.90875912
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1010591,250447,40.85406303,-73.90478382
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,25-44,1008158,232645,40.80520857,-73.91364208
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1012522,239685,40.82451851,-73.897849
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,45-64,1012522,239685,40.82451851,-73.897849
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,18-24,1004992,235833,40.81396675,-73.9250683
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE,65+,1020973,256159,40.86970365,-73.86722365
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,<18,1026387,262634,40.88745131,-73.84760779
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,F,BLACK,<18,1010327,253958,40.86370045,-73.90572447
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,18-24,1011811,246833,40.84413995,-73.90038862
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1019758,259418,40.87865357,-73.8715994
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,25-44,1021164,252160,40.85872682,-73.86655509
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE HISPANIC,25-44,1010984,261034,40.88311992,-73.90332097
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1010831,252019,40.85837698,-73.90391004
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE,<18,1019583,259726,40.87949963,-73.8722306
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,WHITE,25-44,1008046,245611,40.84079686,-73.91400066
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,45-64,1032120,257402,40.87306189,-73.82691112
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,F,BLACK,25-44,1030251,254038,40.86383869,-73.83369221
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,BLACK,25-44,1018987,259566,40.87906285,-73.87438667
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1014021,236838,40.81669938,-73.89244545
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,18-24,1016919,255652,40.86832803,-73.88188398
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,18-24,1013086,236614,40.81608766,-73.89582435
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE HISPANIC,18-24,1020450,244901,40.83880598,-73.86917543
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1026486,262591,40.88733282,-73.84725001
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1014508,248078,40.84754827,-73.89063533
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1021493,237960,40.81975061,-73.86544458
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,<18,1012414,238559,40.8214283,-73.89824395
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,F,BLACK,25-44,1006288,232919,40.80596549,-73.92039591
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,45-64,1014516,247209,40.8451631,-73.89061034
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,F,WHITE,25-44,1018899,259204,40.87806962,-73.87470677
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1019496,259454,40.87875343,-73.87254663
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,18-24,1014062,242179,40.83135876,-73.89227359
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,25-44,1018987,259566,40.87906285,-73.87438667
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1011811,246833,40.84413995,-73.90038862
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1027447,241134,40.82843522,-73.84391273
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1027120,244668,40.83813661,-73.84507173
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,18-24,1020973,256159,40.86970365,-73.86722365
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,45-64,1007022,243322,40.83451692,-73.91770926
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1007034,236608,40.81608887,-73.91768869
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,25-44,1009690,257590,40.87367104,-73.90801365
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,18-24,1006537,244511,40.83778162,-73.91945797
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,WHITE HISPANIC,18-24,1011751,250275,40.8535874,-73.90059136
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1019583,259726,40.87949963,-73.8722306
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,M,WHITE HISPANIC,25-44,1004057,245520,40.84055694,-73.92841751
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,25-44,1005507,241210,40.82872387,-73.92319077
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,18-24,1023305,252637,40.86002683,-73.85881247
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,18-24,1007141,241554,40.82966396,-73.91728525
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1022678,243888,40.83601618,-73.8611293
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1008456,233097,40.80644838,-73.91256403
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1027430,251105,40.85580274,-73.84390995
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,<18,1005294,237197,40.81770983,-73.92397301
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,M,WHITE,25-44,1030398,243833,40.83582826,-73.83323099
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1011176,248451,40.84858284,-73.90267718
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,45-64,1026306,259156,40.87790569,-73.84792257
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,18-24,1013226,237021,40.8172043,-73.89531681
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,18-24,1015667,243850,40.83593961,-73.88646599
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,18-24,1012829,270906,40.91020961,-73.8966066
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,25-44,1026486,262591,40.88733282,-73.84725001
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,25-44,1006699,233128,40.8065381,-73.9189106
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,BLACK,25-44,1005429,240011,40.82543314,-73.9234764
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,WHITE,18-24,1022893,247684,40.84643415,-73.86033045
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1020998,257118,40.87233571,-73.867128
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,45-64,1011751,246839,40.8441566,-73.90060545
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1010825,242201,40.83142948,-73.90397064
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1027120,244668,40.83813661,-73.84507173
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1014468,238156,40.8203154,-73.8908246
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1030064,263557,40.88996633,-73.83430318
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE HISPANIC,18-24,1021889,255481,40.86783889,-73.86391552
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1007562,233891,40.80863009,-73.9157906
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,25-44,1027202,247948,40.84713884,-73.84475437
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE,25-44,1012627,255339,40.86748378,-73.89740337
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,18-24,1006717,244842,40.83868966,-73.91880636
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1009868,253126,40.8614182,-73.90738709
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE,25-44,1006537,244511,40.83778162,-73.91945797
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1006288,232919,40.80596549,-73.92039591
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,18-24,1030210,257648,40.87374723,-73.83381568
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,25-44,1034268,240298,40.82610465,-73.81927191
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,25-44,1005041,234533,40.81039849,-73.92489531
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE,25-44,1025250,258006,40.87475426,-73.85174821
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,<18,1026239,258629,40.87645956,-73.84816815
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,F,WHITE HISPANIC,45-64,1006763,236698,40.81633659,-73.91866744
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1020891,236726,40.81636615,-73.86762631
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE HISPANIC,45-64,1013657,251677,40.85742933,-73.89369544
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,18-24,1008691,238872,40.82229849,-73.91169413
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1013260,252468,40.8596017,-73.89512717
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,25-44,1022875,243861,40.83594122,-73.86041753
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,BLACK,25-44,1007458,243111,40.83393665,-73.91613439
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1011852,253013,40.86110207,-73.90021499
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,BLACK,25-44,1016392,256767,40.87139029,-73.88378404
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1006195,240321,40.82628213,-73.92070764
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1025801,243006,40.83358121,-73.8498488
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,WHITE HISPANIC,18-24,1011228,257997,40.87478356,-73.9024508
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,BLACK,18-24,1006672,241120,40.82847396,-73.91898142
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,M,BLACK,45-64,1022875,243861,40.83594122,-73.86041753
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,WHITE HISPANIC,25-44,1017440,256046,40.86940749,-73.87999831
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,B,M,WHITE HISPANIC,45-64,1014313,254676,40.86565846,-73.89131056
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,M,BLACK,25-44,1013033,238140,40.82027627,-73.89600928
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,18-24,1010674,239150,40.82305581,-73.9045283
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,45-64,1025895,242482,40.83214254,-73.84951237
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE HISPANIC,25-44,1011811,246833,40.84413995,-73.90038862
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1010831,252019,40.85837698,-73.90391004
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1006176,243360,40.83462336,-73.92076636
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,WHITE HISPANIC,25-44,1011811,246833,40.84413995,-73.90038862
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,18-24,1005755,234896,40.81139312,-73.92231487
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1025250,258006,40.87475426,-73.85174821
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,25-44,1006537,244511,40.83778162,-73.91945797
